"artist","song","song_parts","key","bpm","chords","link","roman","roman_features","song_join_code","artist_name","album_name","album_release_date","year","phase"
"The Beatles","Hold Me Tight","Verse","Fmaj",136,"F-Bb-G-C7-F-Bb-G-C7","http://www.hooktheory.com/theorytab/view/the-beatles/hold-me-tight","I-IV-V/V-V-I-IV-V/V-V","I-IV-V/V-V7-I-IV-V/V-V7","hold me tight","The Beatles","With the Beatles","1963-11-22",1963,"Early"
"The Beatles","Hold Me Tight","Verse","Fmaj",136,"F-Bb-G-C7-F-Bb-G-C7","http://www.hooktheory.com/theorytab/view/the-beatles/hold-me-tight","I-IV-V/V-V-I-IV-V/V-V","I-IV-V/V-V7-I-IV-V/V-V7","hold me tight","The Beatles","Meet the Beatles","1964-01-20",1964,"Early"
"The Beatles","Hold Me Tight","Chorus","Fmaj",136,"F-F7-Bb-bbm-F-bbm-F-C","http://www.hooktheory.com/theorytab/view/the-beatles/hold-me-tight","I-V/IV-IV-iv/(min)-I-iv/(min)-I-V","I-V7/IV-IV-iv/(min)-I-iv/(min)-I-V","hold me tight","The Beatles","With the Beatles","1963-11-22",1963,"Early"
"The Beatles","Hold Me Tight","Chorus","Fmaj",136,"F-F7-Bb-bbm-F-bbm-F-C","http://www.hooktheory.com/theorytab/view/the-beatles/hold-me-tight","I-V/IV-IV-iv/(min)-I-iv/(min)-I-V","I-V7/IV-IV-iv/(min)-I-iv/(min)-I-V","hold me tight","The Beatles","Meet the Beatles","1964-01-20",1964,"Early"
"The Beatles","Hold Me Tight","Bridge","Fmaj",136,"F-Ab-F-Bb-gm-G-C","http://www.hooktheory.com/theorytab/view/the-beatles/hold-me-tight","I-bIII/(min)-I-IV-ii-V/V-V","I-bIII/(min)-I-IV-ii-V/V-V","hold me tight","The Beatles","With the Beatles","1963-11-22",1963,"Early"
"The Beatles","Hold Me Tight","Bridge","Fmaj",136,"F-Ab-F-Bb-gm-G-C","http://www.hooktheory.com/theorytab/view/the-beatles/hold-me-tight","I-bIII/(min)-I-IV-ii-V/V-V","I-bIII/(min)-I-IV-ii-V/V-V","hold me tight","The Beatles","Meet the Beatles","1964-01-20",1964,"Early"
"The Beatles","I'm Only Sleeping","Verse","D#min",103,"d#m-g#m-F#-B-F#-A#7-d#m-g#m-F#-B-F#-B-B-F#-g#m-a#m-g#m-B-d#m-A#7","http://www.hooktheory.com/theorytab/view/the-beatles/im-only-sleeping","i-iv-II/(lydian)-VI-II/(lydian)-V/(maj)-i-iv-II/(lydian)-VI-II/(lydian)-VI-VI-II/(lydian)-iv-v-iv-VI-i-V/(maj)","i-iv-II/(lydian)-VI-II/(lydian)-V7/(maj)-i-iv-II/(lydian)-VI-II/(lydian)-VI-VI-II/(lydian)-iv-v-iv-VI-i-V7/(maj)","i'm only sleeping","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","I'm Only Sleeping","Bridge","D#min",103,"c#m-D#-g#m-c#m-D#-g#m-F#-B-F#-A#7","http://www.hooktheory.com/theorytab/view/the-beatles/im-only-sleeping","IV/IV-I/(maj)-iv-IV/IV-I/(maj)-iv-II/(lydian)-VI-II/(lydian)-V/(maj)","IV/IV-I/(maj)-iv-IV/IV-I/(maj)-iv-II/(lydian)-VI-II/(lydian)-V7/(maj)","i'm only sleeping","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Wait","Verse","F#min",130,"f#m7-B-bm-f#m-C#7-f#m-f#m7-B-bm-f#m-C#7-f#m","http://www.hooktheory.com/theorytab/view/the-beatles/wait","i-IV/(maj)-iv-i-V/(maj)-i-i-IV/(maj)-iv-i-V/(maj)-i","i7-IV/(maj)-iv-i-V7/(maj)-i-i7-IV/(maj)-iv-i-V7/(maj)-i","wait","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Wait","Chorus","Amaj",130,"A-Dmaj7-Dmaj9-A-Dmaj7-Dmaj9-A-Dmaj7-Dmaj9-A-C#7-f#m","http://www.hooktheory.com/theorytab/view/the-beatles/wait","I-IV-IV-I-IV-IV-I-IV-IV-I-V/vi-vi","I-IVmaj7-IVmaj9-I-IVmaj7-IVmaj9-I-IVmaj7-IVmaj9-I-V7/vi-vi","wait","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Wait","Bridge","Amaj",130,"bm-E-A-f#m-bm-E-A-C#7","http://www.hooktheory.com/theorytab/view/the-beatles/wait","ii-V-I-vi-ii-V-I-V/vi","ii-V-I-vi-ii-V-I-V7/vi","wait","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Love Me Do","Intro","Gmix",128,"G-C-G-C-G-C-G","http://www.hooktheory.com/theorytab/view/the-beatles/love-me-do","I-IV-I-IV-I-IV-I","I-IV-I-IV-I-IV-I","love me do","The Beatles","Please Please Me","1963-03-22",1963,"Early"
"The Beatles","Being For The Benefit Of Mr. Kite","Intro","Cmin",109,"Bb-A-dm-G","http://www.hooktheory.com/theorytab/view/the-beatles/being-for-the-benefit-of-mr-kite","VII-V/iio(maj)-ii/(maj)-V/(maj)","VII-V/iio(maj)-ii/(maj)-V/(maj)","being for the benefit of mr kite","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Being For The Benefit Of Mr. Kite","Intro","Cmin",109,"Bb-A-dm-G","http://www.hooktheory.com/theorytab/view/the-beatles/being-for-the-benefit-of-mr-kite","VII-V/iio(maj)-ii/(maj)-V/(maj)","VII-V/iio(maj)-ii/(maj)-V/(maj)","being for the benefit of mr kite","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Because","Intro","C#min",81,"c#m-c#m-d#m7(b5)-G#7-A-c#m-A7-A(add9)-D-cxo","http://www.hooktheory.com/theorytab/view/the-beatles/because","i-i-vii/VII-V/(maj)-VI-i-NA-VI-vi/IV-NA","i-i-vii7(b5)/VII-V7/(maj)-VI-i-NA7-VI(add9)-vi/IV-NAco","because","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Because","Verse","C#min",80,"cxo-c#m-c#m-d#m7(b5)-G#7-A-c#m-A7-A(add9-)","http://www.hooktheory.com/theorytab/view/the-beatles/because","NA-i-i-vii/VII-V/(maj)-VI-i-NA-NA-NA","NAco-i-i-vii7(b5)/VII-V7/(maj)-VI-i-NA7-NA(add9-NA)","because","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Because","Chorus","C#min",80,"cxo-F#-F#-G#7-G#7","http://www.hooktheory.com/theorytab/view/the-beatles/because","NA-IV/(maj)-IV/(maj)-V/(maj)-V/(maj)","NAco-IV/(maj)-IV/(maj)-V7/(maj)-V7/(maj)","because","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Taxman","Verse","Dmix",133,"D-D7-D7-D-D7-D7-C-D","http://www.hooktheory.com/theorytab/view/the-beatles/taxman","I-I-I-I-I-I-VII-I","I-I7-I7-I-I7-I7-VII-I","taxman","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","You Can't Do That","Intro","Gmaj",130,"G-G","http://www.hooktheory.com/theorytab/view/the-beatles/you-cant-do-that","I-I","I-I","you can't do that","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","You Can't Do That","Verse","Gmaj",130,"G-C-G-G-D-D-G","http://www.hooktheory.com/theorytab/view/the-beatles/you-cant-do-that","I-IV-I-I-V-V-I","I-IV-I-I-V-V-I","you can't do that","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","When I'm Sixty-Four","Verse","Dbmaj",138,"Db-Ab-Ab-Db-Db-Db7-Gb-Gb-gbm-Db-Bb-Eb-Ab-Db","http://www.hooktheory.com/theorytab/view/the-beatles/when-im-sixty-four","I-V-V-I-I-V/IV-IV-IV-iv/(min)-I-I/vi-V/V-V-I","I-V-V-I-I-V7/IV-IV-IV-iv/(min)-I-I/vi-V/V-V-I","when i'm sixty-four","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","When I'm Sixty-Four","Verse","Dbmaj",138,"Db-Ab-Ab-Db-Db-Db7-Gb-Gb-gbm-Db-Bb-Eb-Ab-Db","http://www.hooktheory.com/theorytab/view/the-beatles/when-im-sixty-four","I-V-V-I-I-V/IV-IV-IV-iv/(min)-I-I/vi-V/V-V-I","I-V-V-I-I-V7/IV-IV-IV-iv/(min)-I-I/vi-V/V-V-I","when i'm sixty-four","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","When I'm Sixty-Four","Bridge","Dbmaj",138,"bbm-Ab-bbm-bbm-F-bbm-ebm-Gb-Ab-Db-Ab-Ab7","http://www.hooktheory.com/theorytab/view/the-beatles/when-im-sixty-four","vi-V-vi-vi-V/vi-vi-ii-IV-V-I-V-V","vi-V-vi-vi-V/vi-vi-ii-IV-V-I-V-V7","when i'm sixty-four","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","When I'm Sixty-Four","Bridge","Dbmaj",138,"bbm-Ab-bbm-bbm-F-bbm-ebm-Gb-Ab-Db-Ab-Ab7","http://www.hooktheory.com/theorytab/view/the-beatles/when-im-sixty-four","vi-V-vi-vi-V/vi-vi-ii-IV-V-I-V-V","vi-V-vi-vi-V/vi-vi-ii-IV-V-I-V-V7","when i'm sixty-four","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Ticket to Ride","Verse","Amaj",120,"A(add9)-A(add9)-A(add9)-bm-E","http://www.hooktheory.com/theorytab/view/the-beatles/ticket-to-ride","I-I-I-ii-V","I(add9)-I(add9)-I(add9)-ii-V","ticket to ride","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","Ticket to Ride","Chorus","Amaj",128,"f#m-D-f#m-Gmaj7-f#m-E-A(add9)","http://www.hooktheory.com/theorytab/view/the-beatles/ticket-to-ride","vi-IV-vi-IV/IV-vi-V-I","vi-IV-vi-IVmaj7/IV-vi-V-I(add9)","ticket to ride","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","Ticket to Ride","Bridge","Amaj",120,"D-E-E7-D-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/ticket-to-ride","IV-V-V-IV-V-V","IV-V-V7-IV-V-V","ticket to ride","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","Ticket to Ride","Outro","Amaj",128,"A(add9)","http://www.hooktheory.com/theorytab/view/the-beatles/ticket-to-ride","I","I(add9)","ticket to ride","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","I'm Looking Through You","Verse","Abmaj",168,"Ab-Absus4-Ab-bbm-fm-Eb-Ab-Absus4-Ab-bbm-fm-Eb-fm7-bbm7-Ab-Db-Eb-Ab-Absus4-Ab-bbm-Db-Ab-Ab-Db-Db-Ab-Ab-Db-Db-Ab-Ab-Db-Db-Ab","http://www.hooktheory.com/theorytab/view/the-beatles/im-looking-through-you","IV/V-IV/V-IV/V-ii-vi-V-IV/V-IV/V-IV/V-ii-vi-V-vi-ii-IV/V-IV-V-IV/V-IV/V-IV/V-ii-IV-IV/V-IV/V-IV-IV-IV/V-IV/V-IV-IV-IV/V-IV/V-IV-IV-IV/V","IV/V-IVsus4/V-IV/V-ii-vi-V-IV/V-IVsus4/V-IV/V-ii-vi-V-vi7-ii7-IV/V-IV-V-IV/V-IVsus4/V-IV/V-ii-IV-IV/V-IV/V-IV-IV-IV/V-IV/V-IV-IV-IV/V-IV/V-IV-IV-IV/V","i'm looking through you","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","We Can Work It Out","Verse","Dmaj",102,"D-Dsus4-D-Dsus4-C-D-D-Dsus4-D-Dsus4-C-D-G-D-G-A","http://www.hooktheory.com/theorytab/view/the-beatles/we-can-work-it-out","I-I-I-I-IV/IV-I-I-I-I-I-IV/IV-I-IV-I-IV-V","I-Isus4-I-Isus4-IV/IV-I-I-Isus4-I-Isus4-IV/IV-I-IV-I-IV-V","we can work it out","The Beatles",NA,NA,1965,"Early"
"The Beatles","Nowhere Man","Intro","Ebmaj",116,"fm-abm-Eb","http://www.hooktheory.com/theorytab/view/the-beatles/nowhere-man","ii-iv/(min)-I","ii-iv/(min)-I","nowhere man","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Nowhere Man","Verse","Emaj",112,"E-B-A-E-f#m-am-E","http://www.hooktheory.com/theorytab/view/the-beatles/nowhere-man","I-V-IV-I-ii-iv/(min)-I","I-V-IV-I-ii-iv/(min)-I","nowhere man","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Nowhere Man","Chorus","Emaj",128,"g#m-A-g#m-A-g#m-f#m-B","http://www.hooktheory.com/theorytab/view/the-beatles/nowhere-man","iii-IV-iii-IV-iii-ii-V","iii-IV-iii-IV-iii-ii-V","nowhere man","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Nowhere Man","Solo","Emaj",112,"E-B-A-E-f#m-am-E","http://www.hooktheory.com/theorytab/view/the-beatles/nowhere-man","I-V-IV-I-ii-iv/(min)-I","I-V-IV-I-ii-iv/(min)-I","nowhere man","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Dear Prudence","Verse","Dmaj",74,"D-D7-bm7-Bb6-D-D7-bm7-Bb6-D-D7-bm7-Bb6-D-D7-bm7-Bb6","http://www.hooktheory.com/theorytab/view/the-beatles/dear-prudence","I-V/IV-vi-bVI/(min)-I-V/IV-vi-bVI/(min)-I-V/IV-vi-bVI/(min)-I-V/IV-vi-bVI/(min)","I-V7/IV-vi7-bVI6/(min)-I-V7/IV-vi7-bVI6/(min)-I-V7/IV-vi7-bVI6/(min)-I-V7/IV-vi7-bVI6/(min)","dear prudence","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Michelle","Verse","Fmaj",116,"F-F-F-bbm7-bbm7-Eb6-cm-dm6-bm7(b5)-C-bm7(b5)-C","http://www.hooktheory.com/theorytab/view/the-beatles/michelle","I-I-I-iv/(min)-iv/(min)-V/iii-v/(min)-vi-#iv/(lyd)-V-#iv/(lyd)-V","I-I-I-iv7/(min)-iv7/(min)-V6/iii-v/(min)-vi6-#iv7(b5)/(lyd)-V-#iv7(b5)/(lyd)-V","michelle","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Michelle","Chorus","Fmin",118,"fm-fm-fm-fm-fm-fm-Ab7-Db-C7-C7-fm-fm-fm-C-C-fm7-fm6-dm(b5)-bbm-C","http://www.hooktheory.com/theorytab/view/the-beatles/michelle","i-i-i-i-i-i-V/VI(maj)-VI-V/(maj)-V/(maj)-i-i-i-V/(maj)-V/(maj)-i-i-vii/VII-iv-V/(maj)","i-i-i-i-i-i-V7/VI(maj)-VI-V7/(maj)-V7/(maj)-i-i-i-V/(maj)-V/(maj)-i7-i6-vii(b5)/VII-iv-V/(maj)","michelle","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","You Never Give Me Your Money","Intro","Cmaj",81,"am7-dm7-G7-C-Fmaj7-bm7(b5)-E7-am","http://www.hooktheory.com/theorytab/view/the-beatles/you-never-give-me-your-money","vi-ii-V-I-IV-vii-V/vi-vi","vi7-ii7-V7-I-IVmaj7-vii7(b5)-V7/vi-vi","you never give me your money","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","You Never Give Me Your Money","Verse","Cmaj",88,"C-E7-am-C7-F-G7-C","http://www.hooktheory.com/theorytab/view/the-beatles/you-never-give-me-your-money","I-V/vi-vi-V/IV-IV-V-I","I-V7/vi-vi-V7/IV-IV-V7-I","you never give me your money","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","You Never Give Me Your Money","Chorus","Cmaj",88,"Bb-F-C-Bb-F-C-Bb-F-C-Bb-F-C-Bb-F","http://www.hooktheory.com/theorytab/view/the-beatles/you-never-give-me-your-money","V/iii-IV-I-V/iii-IV-I-V/iii-IV-I-V/iii-IV-I-V/iii-IV","V/iii-IV-I-V/iii-IV-I-V/iii-IV-I-V/iii-IV-I-V/iii-IV","you never give me your money","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","You Never Give Me Your Money","Bridge","Amaj",88,"A-B-C-E-A-dm-G-asus4-G-A-B-C","http://www.hooktheory.com/theorytab/view/the-beatles/you-never-give-me-your-money","I-V/V-bIII/(min)-V-I-iv/(min)-IV/IV-i/(min)-IV/IV-I-V/V-bIII/(min)","I-V/V-bIII/(min)-V-I-iv/(min)-IV/IV-iasus4/(min)-IV/IV-I-V/V-bIII/(min)","you never give me your money","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","You Never Give Me Your Money","Solo","Cmaj",88,"C-D7-Ebmaj7-G7-C7-A7-Eb7-C7-F#7-Eb7-A7-F#maj7-G7-Ab7","http://www.hooktheory.com/theorytab/view/the-beatles/you-never-give-me-your-money","I-V/V-bIII/(min)-V-V/IV-V/ii-bIII/(min)-V/IV-#IV/(bor)-bIII/(min)-V/ii-#IV/(bor)-V-bVI/(bor)","I-V7/V-bIIImaj7/(min)-V7-V7/IV-V7/ii-bIII7/(min)-V7/IV-#IV7/(bor)-bIII7/(min)-V7/ii-#IVmaj7/(bor)-V7-bVI7/(bor)","you never give me your money","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","You Never Give Me Your Money","Outro","Amaj",88,"C-G-A-C-G-A-C-G-A-C-G-A-C-G-A-C-G-A","http://www.hooktheory.com/theorytab/view/the-beatles/you-never-give-me-your-money","bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I","bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I-bIII/(min)-IV/IV-I","you never give me your money","The Beatles","Abbey Road","1969-09-26",1969,"Late"
